dataset,model,level,feature_set,threshold,precision_anomalous,recall_anomalous,f1_score_anomalous,precision_normal,recall_normal,f1_score_normal
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_linear,1.0,0.4353228015096356,0.16570048309178745,0.2400346221489673,0.7174447491808713,0.9078838400348698,0.8015074591328983
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_linear,1.5,0.4703327868126025,0.13493516399694888,0.20970689638140022,0.7160407790245917,0.9348752315571538,0.810954385086005
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_linear,2.0,0.4986443866541249,0.11456903127383676,0.1863273133263726,0.71470587030521,0.9506320148196579,0.8159572751696997
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_linear,2.5,0.5251546946462201,0.09926264937706586,0.16696604225472586,0.7135348438536057,0.9615342704587556,0.8191759965836721
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_linear,0.5,0.35344123297047847,0.20349605898804984,0.25828364892012035,0.7111580325571317,0.8404598452653372,0.7704213499279562
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_linear,1.0,0.36306206978753836,0.15489448258326977,0.21714682896835652,0.709255995206459,0.8835403726708074,0.7868630528821077
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_linear,1.5,0.3725248478311118,0.12293414696160691,0.18486302548318645,0.7079689470966213,0.9112564018742508,0.796851699215307
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_linear,2.0,0.3782782212086659,0.10122044241037376,0.15970634252015886,0.7068322054140127,0.9287021902582543,0.8027182051934107
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_linear,2.5,0.3838941616335922,0.08484617340452581,0.13897652142224998,0.7059575597900456,0.9416421488503869,0.8069428394672643
bpi_2012_poisoned.csv,LOF,L3_Global,time_based,0.5,0.29420409511228535,0.22650648360030512,0.2559546042235311,0.6982592739535807,0.7671188841669391,0.7310711874967548
bpi_2012_poisoned.csv,LOF,L3_Global,time_based,1.0,0.2950690404429803,0.21407322654462244,0.24812861016149948,0.698628200378293,0.7808161708619374,0.737439280421538
bpi_2012_poisoned.csv,LOF,L3_Global,time_based,1.5,0.2952416014726185,0.2039028731248411,0.2412151746437568,0.6987564642212868,0.7914024190912062,0.7421994558205485
